question,answer_llm,answer_orig,document
What’s the difference between the Responses runner and the chat completions runner in toyaikit?,"The **Responses runner** uses OpenAI’s newer **Responses API** (`responses.create`), which is **OpenAI-specific**.

The **chat completions runner** uses the standard **chat.completions.create** API, which works with **OpenAI-compatible providers** like Groq and is also the recommended option for non-OpenAI providers.

So in short:

- **Responses runner** → OpenAI Responses endpoint, OpenAI only
- **Chat completions runner** → `chat.completions`, works with Groq and similar providers

If you want, I can also show the exact class names to use in `toyaikit`.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
"When using toyaikit programmatically, should I call runner.loop or runner.run?","Use `runner.loop(...)` for programmatic use.

`runner.run()` is only for the interactive Jupyter loop, while `runner.loop(prompt=...)` runs one turn and returns a result with `.last_message`, `.all_messages`, and `.tokens`.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
Where do I actually find the Module 1 homework questions for this course?,"You can find the Module 1 homework questions in the course GitHub repo, specifically:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course management platform is mainly for submission and deadlines, but the GitHub homework instructions usually have extra important context.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Is there a GitHub page with the 2026 Module 1 homework instructions?,"Yes — there is a GitHub page with the 2026 Module 1 homework instructions:

- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

You can also start from the cohort materials here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Do I need to check the course platform, or are the homework links only in the repo?","You should check both.

The homework links are available in:
- the course GitHub repo
- the course management platform

Also, the GitHub homework instructions often include extra context, while the course platform is useful for submission and deadlines.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
What’s the right link for the Module 1 cohort materials and homework file?,"For Module 1 cohort materials and homework instructions, use these links:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Besides the platform, where can I read the homework details and extra context?","The homework details and extra context are in the **course GitHub repo**, especially the **Module 1 homework instructions** page.

For 2026 Module 1, start here:
- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is mainly for **submission and deadlines**.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Why am I getting an empty list back after filtering my query in Module 1 homework Q3?,This is likely due to an indexing issue. Make sure you add the index settings **before** adding the data to the index; otherwise your filters and query may return an empty list.,"This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could this be caused by how I indexed the data before running the filters and query?,"Yes — this could be caused by how you indexed the data before applying the filters and query.

The context says the issue is likely an indexing error, and that you should add the index settings **before** adding the data to the indices. After that, the filters and query should work properly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Do I need to set up the index settings first, then add the data, before searching?","Yes. First set up the index settings, then add the data to the index, and then apply your filters and query/search.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
My query works but the filtered result is empty — what should I check in the indexing step?,"Check the **indexing step** first. In particular, make sure you **add the index settings before you add the data to the index**. If the data was indexed before the settings were applied, the filters may return an empty result.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"In homework Q3, what's the fix if my filters return nothing even though the data is there?","Add the index settings **before** you add the data to the index. The issue is likely in the indexing order. Once the index settings are in place first, your filters and query should work correctly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Why am I getting a 402 error from OpenRouter when I call responses.create(), and how do I stop it?","You’re getting a **402 from OpenRouter** because `responses.create()` is being called **without a reasonable `max_output_tokens` limit**.

OpenRouter checks billing/limits against the **maximum possible output**, which can be very large by default, so a free or low-limit key may be rejected **before the model even runs**.

### How to stop it
Add a lower `max_output_tokens` value to your call:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you’re using the Module 1 homework `rag_helper.py`, add the same parameter in the `llm()` method.

If you’re using ToyAIKit for Q6:

```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

### Also check
- Your `.env` should point to OpenRouter:
  ```env
  OPENAI_API_KEY=sk-or-v1-...
  OPENAI_BASE_URL=https://openrouter.ai/api/v1
  OPENAI_MODEL=openai/gpt-oss-120b:free
  ```
- Check your OpenRouter key limits and remaining credits.
- Prefer a pinned model like `openai/gpt-oss-120b:free` instead of `openrouter/free`.

If you want, I can help you patch your exact `responses.create()` call.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"Do I need to set max_output_tokens somewhere in Module 1 homework code, or is the default too high?","Yes — for Module 1 homework you should set `max_output_tokens` explicitly in the code, rather than relying on the default.

The context says OpenRouter can reject `responses.create()` with error 402 if no reasonable `max_output_tokens` is set, because the default maximum may be very large. For the homework, use something like:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you're using `rag_helper.py`, add it in the `llm()` method. For ToyAIKit in Q6, use:

```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

So: **don’t rely on the default; set it to around 1024.**","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In rag_helper.py, where should I add the output token limit so my OpenRouter key doesn’t get rejected?","Add it inside the `llm()` method in `rag_helper.py`, in the `client.responses.create(...)` call:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

This is the place to set the output token limit so your OpenRouter key doesn’t get rejected.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"For the ToyAIKit question in Q6, what extra setting should I pass to OpenAIClient to avoid this 402 issue?","Pass:

```python
extra_kwargs={""max_output_tokens"": 1024}
```

So the `OpenAIClient` setup should look like:

```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
How can I tell if the problem is my OpenRouter config or just that the model is using too many possible output tokens?,"If it’s a **402 from OpenRouter on `responses.create()`**, the most likely issue is **your config is okay, but `max_output_tokens` is too high**.

OpenRouter checks billing/limits against the **maximum possible output** before the model runs, so a free or low-limit key can fail if you don’t set a reasonable limit. The fix is to pass something like:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

To tell the difference:

- **If lowering `max_output_tokens` fixes it** → it was the token limit issue.
- **If it still fails after that** → then check your OpenRouter config:
  - `OPENAI_BASE_URL=https://openrouter.ai/api/v1`
  - valid `OPENAI_API_KEY`
  - a pinned model like `openai/gpt-oss-120b:free`
  - remaining credits/limits in OpenRouter

So in short: **try lowering `max_output_tokens` first**; if the error remains, inspect the config.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In Module 1 homework, when people say RAG should point to the chunk index, what does that actually mean?","It means you should build and search the retrieval index on the **chunked documents**, not on the original full documents.

So if you have:

- `documents` = original records
- `chunks` = split pieces of those records

then RAG should use `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

The idea is that the retriever finds the most relevant **chunks**, and only those chunks are added to the prompt. That keeps the context smaller and more focused.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the homework pipeline, should I build the search index from the full docs or from the split chunks?","Build the search index from the split chunks, not the full docs.

So for the homework pipeline, use the chunked documents when fitting the index, for example:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If I have `documents` and `chunks`, which one should go into `index.fit(...)` for RAG?","Use `chunks`, not `documents`:

```python
index.fit(chunks)
```

For RAG, the index should be built on the chunked documents so retrieval returns relevant chunks, not whole documents.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why does the homework RAG setup use chunks instead of the original documents when retrieving context?,"Because RAG is supposed to retrieve only the most relevant pieces of text, not the whole documents.

In the homework setup, you index the **chunks** instead of the original documents so that:

- retrieval is more precise,
- the prompt gets only the relevant passages,
- less unnecessary context is sent to the model.

So the flow is:

1. split documents into chunks,
2. build the search index on the chunks,
3. retrieve the best matching chunks,
4. put those chunks into the prompt.

This is why the homework says to use `chunks`, not `documents`, when fitting the index.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How do I make sure the prompt only gets the relevant chunked text and not the whole document?,"Make sure your RAG pipeline is built on the **chunk index**, not the original document index.

In practice:

- split `documents` into `chunks`
- fit/search the index on `chunks`, e.g. `index.fit(chunks)`
- during retrieval, only the **relevant chunks** are returned
- those retrieved chunks are what get inserted into the prompt

So the prompt should never receive the whole document if your pipeline is set up this way.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If my homework number doesn't exactly match any choice, should I still pick one of the options or leave it blank?","If your numeric answer is close to one of the options, pick the closest option.

If it’s far from every option, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Why do my calculated answers sometimes differ a little from the multiple-choice options in the homework?,"Small differences can come from slightly different filtering, dataset versions, floating-point/rounding differences, or different model/provider behavior.

If your numeric answer is close to one of the options, choose the closest option. If it’s far from every option, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
When is it okay to choose the nearest answer even if my result is not exactly the same as the listed option?,"Yes — if your numeric result is close to one of the listed options, it’s okay to choose the nearest answer.

This is especially true when small differences may come from:
- slightly different filtering,
- different dataset versions,
- floating-point or rounding differences,
- different model/provider behavior.

If your result is far from all options, then re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
My result is pretty far from all the answers—what should I check first before submitting?,"First, re-check:

- the question wording,
- the dataset version,
- and the GitHub homework instructions.

If your answer is far from every option, that’s the first thing to verify before submitting.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Do homework solutions in this course need exact matches, or is being close enough sometimes accepted?","Not always. For homework answers, if your numeric answer is close to one of the options, you should choose the closest option. Small differences can happen due to filtering, dataset versions, rounding, or model/provider behavior. If the answer is far from all options, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
